Article 1,Article 2,Heading 1,Heading 2,Cosine Similarity,Fuzzy Similarity,Final Score,Status
0,42,Dutch climber dies descent Everest summi,Third of Britons to tighten belts over Brexit ,0.04,0.43,0.16,🟢 Safe
0,49,Dutch climber dies descent Everest summi,Global diesel demand crumbling warns IEA,0.04,0.43,0.16,🟢 Safe
26,41,Dubai plane crash survivor hits 1m j,Hartley Wilson in England Womens squad for Pakistan ODI,0.05,0.42,0.16,🟢 Safe
26,44,Dubai plane crash survivor hits 1m j,External sharia audits gain traction in Islamic finance study find,0.05,0.41,0.16,🟢 Safe
26,45,Dubai plane crash survivor hits 1m j,Pakistan win toss opt to field in T20 series decider,0.05,0.41,0.16,🟢 Safe
2,5,oil prices up in asi,Imran asks India to play positive role for bilateral seri,0.05,0.41,0.16,🟢 Safe
2,11,oil prices up in asi,Salman Butt can make a successful comeback Geoff L,0.05,0.41,0.16,🟢 Safe
2,15,oil prices up in asi,De Villiers appointed South Africa Test captai,0.04,0.42,0.16,🟢 Safe
2,16,oil prices up in asi,Former England captain Carr dead at 89,0.04,0.43,0.16,🟢 Safe
6,46,Serena beats Sharapova to reach semi fi,England call up uncapped trio for Sri Lanka T20,0.05,0.42,0.16,🟢 Safe
15,42,De Villiers appointed South Africa Test captai,Third of Britons to tighten belts over Brexit ,0.05,0.43,0.16,🟢 Safe
15,44,De Villiers appointed South Africa Test captai,External sharia audits gain traction in Islamic finance study find,0.06,0.41,0.16,🟢 Safe
18,33,WB acknowledges Pakistans growing economy,strike piles up trade cargoes prolonged stand off feared,0.14,0.22,0.16,🟢 Safe
9,44,Canny Sevilla retain iron grip on Europa League trophy,External sharia audits gain traction in Islamic finance study find,0.05,0.41,0.16,🟢 Safe
10,27,Belgium beat Republic of Ireland 3 0 at Euro 2016,Brother Brussels suicide bomber Rio Olympi,0.06,0.39,0.16,🟢 Safe
10,28,Belgium beat Republic of Ireland 3 0 at Euro 2016,Boult strikes hurt Zimbabwe after New Zealand build massive lead,0.09,0.33,0.16,🟢 Safe
38,44,Cook ready for Pakistan after Sri Lanka su,External sharia audits gain traction in Islamic finance study find,0.05,0.42,0.16,🟢 Safe
38,47,Cook ready for Pakistan after Sri Lanka su,Volkswagen says did not breach market disclosure ru,0.05,0.41,0.16,🟢 Safe
38,48,Cook ready for Pakistan after Sri Lanka su,Trade Policy Framework 2015 18 to be announced ,0.06,0.39,0.16,🟢 Safe
39,43,Power tariff increased for Karachi under FCA,British shoppers begin feel post Brexit pi,0.11,0.27,0.16,🟢 Safe
40,42,New Zealand record dramatic win over Aussi,Third of Britons to tighten belts over Brexit ,0.05,0.4,0.16,🟢 Safe
26,29,Dubai plane crash survivor hits 1m j,Gold slips Brexit tensions ease stocks rally,0.05,0.42,0.16,🟢 Safe
26,38,Dubai plane crash survivor hits 1m j,Cook ready for Pakistan after Sri Lanka su,0.05,0.4,0.16,🟢 Safe
5,30,Imran asks India to play positive role for bilateral seri,Chandimal century Sri Lanka frustrate England,0.04,0.43,0.16,🟢 Safe
16,47,Former England captain Carr dead at 89,Volkswagen says did not breach market disclosure ru,0.04,0.43,0.16,🟢 Safe
17,19,Xi pushes China backed trade deals to fill US void,Wales overtake England in FIFA world ranking,0.06,0.39,0.16,🟢 Safe
6,36,Serena beats Sharapova to reach semi fi,punjab govt presents rs 1.45tr budg,0.05,0.42,0.16,🟢 Safe
5,40,Imran asks India to play positive role for bilateral seri,New Zealand record dramatic win over Aussi,0.06,0.4,0.16,🟢 Safe
6,12,Serena beats Sharapova to reach semi fi,Cash bet could make break Modi,0.04,0.43,0.16,🟢 Safe
48,49,Trade Policy Framework 2015 18 to be announced ,Global diesel demand crumbling warns IEA,0.05,0.42,0.16,🟢 Safe
0,25,Dutch climber dies descent Everest summi,Nintendos market cap doubles to 42 billion since Pokemon GO lau,0.05,0.4,0.16,🟢 Safe
0,32,Dutch climber dies descent Everest summi,Iran says will resist curbs on oil output as part of global ,0.06,0.39,0.16,🟢 Safe
0,33,Dutch climber dies descent Everest summi,strike piles up trade cargoes prolonged stand off feared,0.08,0.33,0.16,🟢 Safe
40,47,New Zealand record dramatic win over Aussi,Volkswagen says did not breach market disclosure ru,0.05,0.42,0.16,🟢 Safe
42,45,Third of Britons to tighten belts over Brexit ,Pakistan win toss opt to field in T20 series decider,0.03,0.42,0.15,🟢 Safe
0,31,Dutch climber dies descent Everest summi,Time to move on and forget about spot fixing saga Salman Bu,0.03,0.43,0.15,🟢 Safe
0,30,Dutch climber dies descent Everest summi,Chandimal century Sri Lanka frustrate England,0.04,0.42,0.15,🟢 Safe
0,29,Dutch climber dies descent Everest summi,Gold slips Brexit tensions ease stocks rally,0.04,0.39,0.15,🟢 Safe
46,48,England call up uncapped trio for Sri Lanka T20,Trade Policy Framework 2015 18 to be announced ,0.04,0.39,0.15,🟢 Safe
0,24,Dutch climber dies descent Everest summi,Economic Survey Pakistan misses GDP targ,0.03,0.41,0.15,🟢 Safe
0,21,Dutch climber dies descent Everest summi,Asian shares rise dollar nurses losses after jobs ,0.05,0.38,0.15,🟢 Safe
47,48,Volkswagen says did not breach market disclosure ru,Trade Policy Framework 2015 18 to be announced ,0.03,0.41,0.15,🟢 Safe
26,30,Dubai plane crash survivor hits 1m j,Chandimal century Sri Lanka frustrate England,0.04,0.4,0.15,🟢 Safe
3,11,Asian shares edge lower as Fed rate talk reviv,Salman Butt can make a successful comeback Geoff L,0.04,0.41,0.15,🟢 Safe
3,16,Asian shares edge lower as Fed rate talk reviv,Former England captain Carr dead at 89,0.04,0.4,0.15,🟢 Safe
3,19,Asian shares edge lower as Fed rate talk reviv,Wales overtake England in FIFA world ranking,0.06,0.38,0.15,🟢 Safe
25,31,Nintendos market cap doubles to 42 billion since Pokemon GO lau,Time to move on and forget about spot fixing saga Salman Bu,0.04,0.41,0.15,🟢 Safe
10,45,Belgium beat Republic of Ireland 3 0 at Euro 2016,Pakistan win toss opt to field in T20 series decider,0.04,0.41,0.15,🟢 Safe
8,49,Hamilton back in the hunt as F1 heads to Baku,Global diesel demand crumbling warns IEA,0.03,0.42,0.15,🟢 Safe
0,41,Dutch climber dies descent Everest summi,Hartley Wilson in England Womens squad for Pakistan ODI,0.04,0.4,0.15,🟢 Safe
6,37,Serena beats Sharapova to reach semi fi,Pakistan shares close lower rupee weaker,0.06,0.35,0.15,🟢 Safe
6,42,Serena beats Sharapova to reach semi fi,Third of Britons to tighten belts over Brexit ,0.05,0.4,0.15,🟢 Safe
5,35,Imran asks India to play positive role for bilateral seri,Ishaq Dar wants timelines for power projects strictly followed,0.05,0.41,0.15,🟢 Safe
5,39,Imran asks India to play positive role for bilateral seri,Power tariff increased for Karachi under FCA,0.03,0.41,0.15,🟢 Safe
17,46,Xi pushes China backed trade deals to fill US void,England call up uncapped trio for Sri Lanka T20,0.04,0.41,0.15,🟢 Safe
5,47,Imran asks India to play positive role for bilateral seri,Volkswagen says did not breach market disclosure ru,0.04,0.4,0.15,🟢 Safe
6,10,Serena beats Sharapova to reach semi fi,Belgium beat Republic of Ireland 3 0 at Euro 2016,0.08,0.31,0.15,🟢 Safe
17,31,Xi pushes China backed trade deals to fill US void,Time to move on and forget about spot fixing saga Salman Bu,0.05,0.41,0.15,🟢 Safe
17,37,Xi pushes China backed trade deals to fill US void,Pakistan shares close lower rupee weaker,0.06,0.35,0.15,🟢 Safe
18,29,WB acknowledges Pakistans growing economy,Gold slips Brexit tensions ease stocks rally,0.09,0.29,0.15,🟢 Safe
5,28,Imran asks India to play positive role for bilateral seri,Boult strikes hurt Zimbabwe after New Zealand build massive lead,0.04,0.39,0.15,🟢 Safe
5,32,Imran asks India to play positive role for bilateral seri,Iran says will resist curbs on oil output as part of global ,0.05,0.39,0.15,🟢 Safe
31,36,Time to move on and forget about spot fixing saga Salman Bu,punjab govt presents rs 1.45tr budg,0.03,0.42,0.15,🟢 Safe
16,42,Former England captain Carr dead at 89,Third of Britons to tighten belts over Brexit ,0.03,0.42,0.15,🟢 Safe
16,43,Former England captain Carr dead at 89,British shoppers begin feel post Brexit pi,0.06,0.37,0.15,🟢 Safe
16,45,Former England captain Carr dead at 89,Pakistan win toss opt to field in T20 series decider,0.04,0.41,0.15,🟢 Safe
0,48,Dutch climber dies descent Everest summi,Trade Policy Framework 2015 18 to be announced ,0.04,0.42,0.15,🟢 Safe
37,49,Pakistan shares close lower rupee weaker,Global diesel demand crumbling warns IEA,0.04,0.4,0.15,🟢 Safe
26,48,Dubai plane crash survivor hits 1m j,Trade Policy Framework 2015 18 to be announced ,0.04,0.41,0.15,🟢 Safe
11,12,Salman Butt can make a successful comeback Geoff L,Cash bet could make break Modi,0.04,0.42,0.15,🟢 Safe
11,13,Salman Butt can make a successful comeback Geoff L,oil drops after yemen inspired gai,0.03,0.41,0.15,🟢 Safe
11,17,Salman Butt can make a successful comeback Geoff L,Xi pushes China backed trade deals to fill US void,0.04,0.41,0.15,🟢 Safe
11,27,Salman Butt can make a successful comeback Geoff L,Brother Brussels suicide bomber Rio Olympi,0.04,0.4,0.15,🟢 Safe
11,29,Salman Butt can make a successful comeback Geoff L,Gold slips Brexit tensions ease stocks rally,0.03,0.41,0.15,🟢 Safe
11,30,Salman Butt can make a successful comeback Geoff L,Chandimal century Sri Lanka frustrate England,0.04,0.39,0.15,🟢 Safe
10,41,Belgium beat Republic of Ireland 3 0 at Euro 2016,Hartley Wilson in England Womens squad for Pakistan ODI,0.07,0.32,0.15,🟢 Safe
24,27,Economic Survey Pakistan misses GDP targ,Brother Brussels suicide bomber Rio Olympi,0.05,0.39,0.15,🟢 Safe
24,31,Economic Survey Pakistan misses GDP targ,Time to move on and forget about spot fixing saga Salman Bu,0.04,0.41,0.15,🟢 Safe
24,40,Economic Survey Pakistan misses GDP targ,New Zealand record dramatic win over Aussi,0.03,0.42,0.15,🟢 Safe
24,46,Economic Survey Pakistan misses GDP targ,England call up uncapped trio for Sri Lanka T20,0.03,0.41,0.15,🟢 Safe
25,26,Nintendos market cap doubles to 42 billion since Pokemon GO lau,Dubai plane crash survivor hits 1m j,0.03,0.41,0.15,🟢 Safe
2,39,oil prices up in asi,Power tariff increased for Karachi under FCA,0.06,0.37,0.15,🟢 Safe
15,43,De Villiers appointed South Africa Test captai,British shoppers begin feel post Brexit pi,0.05,0.37,0.15,🟢 Safe
31,32,Time to move on and forget about spot fixing saga Salman Bu,Iran says will resist curbs on oil output as part of global ,0.04,0.4,0.15,🟢 Safe
18,42,WB acknowledges Pakistans growing economy,Third of Britons to tighten belts over Brexit ,0.05,0.38,0.15,🟢 Safe
18,44,WB acknowledges Pakistans growing economy,External sharia audits gain traction in Islamic finance study find,0.09,0.3,0.15,🟢 Safe
19,25,Wales overtake England in FIFA world ranking,Nintendos market cap doubles to 42 billion since Pokemon GO lau,0.05,0.4,0.15,🟢 Safe
18,20,WB acknowledges Pakistans growing economy,Time for vigilance against measures hamper trade WTO,0.03,0.43,0.15,🟢 Safe
27,37,Brother Brussels suicide bomber Rio Olympi,Pakistan shares close lower rupee weaker,0.03,0.41,0.15,🟢 Safe
11,49,Salman Butt can make a successful comeback Geoff L,Global diesel demand crumbling warns IEA,0.03,0.42,0.15,🟢 Safe
12,15,Cash bet could make break Modi,De Villiers appointed South Africa Test captai,0.04,0.41,0.15,🟢 Safe
12,19,Cash bet could make break Modi,Wales overtake England in FIFA world ranking,0.04,0.4,0.15,🟢 Safe
36,46,punjab govt presents rs 1.45tr budg,England call up uncapped trio for Sri Lanka T20,0.04,0.41,0.15,🟢 Safe
36,47,punjab govt presents rs 1.45tr budg,Volkswagen says did not breach market disclosure ru,0.03,0.42,0.15,🟢 Safe
37,41,Pakistan shares close lower rupee weaker,Hartley Wilson in England Womens squad for Pakistan ODI,0.06,0.37,0.15,🟢 Safe
8,43,Hamilton back in the hunt as F1 heads to Baku,British shoppers begin feel post Brexit pi,0.05,0.36,0.15,🟢 Safe
8,45,Hamilton back in the hunt as F1 heads to Baku,Pakistan win toss opt to field in T20 series decider,0.05,0.41,0.15,🟢 Safe
12,22,Cash bet could make break Modi,In form Ali boosts Paki,0.05,0.38,0.15,🟢 Safe
12,27,Cash bet could make break Modi,Brother Brussels suicide bomber Rio Olympi,0.05,0.39,0.15,🟢 Safe
12,31,Cash bet could make break Modi,Time to move on and forget about spot fixing saga Salman Bu,0.04,0.41,0.15,🟢 Safe
11,36,Salman Butt can make a successful comeback Geoff L,punjab govt presents rs 1.45tr budg,0.03,0.41,0.15,🟢 Safe
11,37,Salman Butt can make a successful comeback Geoff L,Pakistan shares close lower rupee weaker,0.05,0.4,0.15,🟢 Safe
11,43,Salman Butt can make a successful comeback Geoff L,British shoppers begin feel post Brexit pi,0.05,0.37,0.15,🟢 Safe
19,29,Wales overtake England in FIFA world ranking,Gold slips Brexit tensions ease stocks rally,0.05,0.39,0.15,🟢 Safe
19,34,Wales overtake England in FIFA world ranking,Pakistan must speed up reform of energy sector World B,0.04,0.39,0.15,🟢 Safe
2,4,oil prices up in asi,Sri Lanka beat Australia 229 runs clinch seri,0.03,0.43,0.15,🟢 Safe
2,14,oil prices up in asi,Narine sinks Proteas in West Indies r,0.05,0.4,0.15,🟢 Safe
6,45,Serena beats Sharapova to reach semi fi,Pakistan win toss opt to field in T20 series decider,0.05,0.38,0.15,🟢 Safe
6,48,Serena beats Sharapova to reach semi fi,Trade Policy Framework 2015 18 to be announced ,0.04,0.41,0.15,🟢 Safe
16,29,Former England captain Carr dead at 89,Gold slips Brexit tensions ease stocks rally,0.04,0.41,0.15,🟢 Safe
16,33,Former England captain Carr dead at 89,strike piles up trade cargoes prolonged stand off feared,0.05,0.37,0.15,🟢 Safe
16,34,Former England captain Carr dead at 89,Pakistan must speed up reform of energy sector World B,0.03,0.42,0.15,🟢 Safe
15,36,De Villiers appointed South Africa Test captai,punjab govt presents rs 1.45tr budg,0.03,0.42,0.15,🟢 Safe
15,37,De Villiers appointed South Africa Test captai,Pakistan shares close lower rupee weaker,0.04,0.41,0.15,🟢 Safe
20,28,Time for vigilance against measures hamper trade WTO,Boult strikes hurt Zimbabwe after New Zealand build massive lead,0.07,0.33,0.15,🟢 Safe
20,29,Time for vigilance against measures hamper trade WTO,Gold slips Brexit tensions ease stocks rally,0.08,0.32,0.15,🟢 Safe
31,42,Time to move on and forget about spot fixing saga Salman Bu,Third of Britons to tighten belts over Brexit ,0.04,0.42,0.15,🟢 Safe
31,48,Time to move on and forget about spot fixing saga Salman Bu,Trade Policy Framework 2015 18 to be announced ,0.04,0.42,0.15,🟢 Safe
32,40,Iran says will resist curbs on oil output as part of global ,New Zealand record dramatic win over Aussi,0.03,0.41,0.15,🟢 Safe
15,49,De Villiers appointed South Africa Test captai,Global diesel demand crumbling warns IEA,0.03,0.43,0.15,🟢 Safe
16,18,Former England captain Carr dead at 89,WB acknowledges Pakistans growing economy,0.07,0.35,0.15,🟢 Safe
16,21,Former England captain Carr dead at 89,Asian shares rise dollar nurses losses after jobs ,0.04,0.4,0.15,🟢 Safe
7,10,Rain halts play after Ishant stri,Belgium beat Republic of Ireland 3 0 at Euro 2016,0.04,0.41,0.15,🟢 Safe
7,11,Rain halts play after Ishant stri,Salman Butt can make a successful comeback Geoff L,0.08,0.34,0.15,🟢 Safe
7,16,Rain halts play after Ishant stri,Former England captain Carr dead at 89,0.06,0.34,0.15,🟢 Safe
20,35,Time for vigilance against measures hamper trade WTO,Ishaq Dar wants timelines for power projects strictly followed,0.03,0.43,0.15,🟢 Safe
20,36,Time for vigilance against measures hamper trade WTO,punjab govt presents rs 1.45tr budg,0.06,0.34,0.15,🟢 Safe
20,43,Time for vigilance against measures hamper trade WTO,British shoppers begin feel post Brexit pi,0.11,0.25,0.15,🟢 Safe
14,42,Narine sinks Proteas in West Indies r,Third of Britons to tighten belts over Brexit ,0.05,0.37,0.15,🟢 Safe
14,47,Narine sinks Proteas in West Indies r,Volkswagen says did not breach market disclosure ru,0.05,0.41,0.15,🟢 Safe
15,23,De Villiers appointed South Africa Test captai,Karachi win toss bat against Peshawar,0.04,0.39,0.15,🟢 Safe
1,20,Dream comes true as Matthews completes Grand Tour ,Time for vigilance against measures hamper trade WTO,0.05,0.37,0.15,🟢 Safe
19,47,Wales overtake England in FIFA world ranking,Volkswagen says did not breach market disclosure ru,0.04,0.41,0.15,🟢 Safe
20,21,Time for vigilance against measures hamper trade WTO,Asian shares rise dollar nurses losses after jobs ,0.09,0.29,0.15,🟢 Safe
20,26,Time for vigilance against measures hamper trade WTO,Dubai plane crash survivor hits 1m j,0.06,0.36,0.15,🟢 Safe
11,47,Salman Butt can make a successful comeback Geoff L,Volkswagen says did not breach market disclosure ru,0.04,0.42,0.15,🟢 Safe
27,40,Brother Brussels suicide bomber Rio Olympi,New Zealand record dramatic win over Aussi,0.05,0.4,0.15,🟢 Safe
23,33,Karachi win toss bat against Peshawar,strike piles up trade cargoes prolonged stand off feared,0.09,0.28,0.15,🟢 Safe
22,34,In form Ali boosts Paki,Pakistan must speed up reform of energy sector World B,0.05,0.38,0.15,🟢 Safe
8,18,Hamilton back in the hunt as F1 heads to Baku,WB acknowledges Pakistans growing economy,0.06,0.35,0.15,🟢 Safe
8,37,Hamilton back in the hunt as F1 heads to Baku,Pakistan shares close lower rupee weaker,0.05,0.39,0.15,🟢 Safe
27,43,Brother Brussels suicide bomber Rio Olympi,British shoppers begin feel post Brexit pi,0.07,0.33,0.15,🟢 Safe
21,22,Asian shares rise dollar nurses losses after jobs ,In form Ali boosts Paki,0.06,0.36,0.15,🟢 Safe
28,43,Boult strikes hurt Zimbabwe after New Zealand build massive lead,British shoppers begin feel post Brexit pi,0.05,0.38,0.15,🟢 Safe
2,20,oil prices up in asi,Time for vigilance against measures hamper trade WTO,0.06,0.36,0.15,🟢 Safe
2,22,oil prices up in asi,In form Ali boosts Paki,0.05,0.39,0.15,🟢 Safe
1,24,Dream comes true as Matthews completes Grand Tour ,Economic Survey Pakistan misses GDP targ,0.03,0.42,0.15,🟢 Safe
13,40,oil drops after yemen inspired gai,New Zealand record dramatic win over Aussi,0.04,0.41,0.15,🟢 Safe
28,48,Boult strikes hurt Zimbabwe after New Zealand build massive lead,Trade Policy Framework 2015 18 to be announced ,0.03,0.41,0.15,🟢 Safe
27,45,Brother Brussels suicide bomber Rio Olympi,Pakistan win toss opt to field in T20 series decider,0.03,0.41,0.15,🟢 Safe
27,46,Brother Brussels suicide bomber Rio Olympi,England call up uncapped trio for Sri Lanka T20,0.05,0.37,0.15,🟢 Safe
27,49,Brother Brussels suicide bomber Rio Olympi,Global diesel demand crumbling warns IEA,0.04,0.42,0.15,🟢 Safe
28,29,Boult strikes hurt Zimbabwe after New Zealand build massive lead,Gold slips Brexit tensions ease stocks rally,0.04,0.42,0.15,🟢 Safe
28,34,Boult strikes hurt Zimbabwe after New Zealand build massive lead,Pakistan must speed up reform of energy sector World B,0.05,0.41,0.15,🟢 Safe
13,15,oil drops after yemen inspired gai,De Villiers appointed South Africa Test captai,0.03,0.42,0.15,🟢 Safe
13,16,oil drops after yemen inspired gai,Former England captain Carr dead at 89,0.03,0.42,0.15,🟢 Safe
13,19,oil drops after yemen inspired gai,Wales overtake England in FIFA world ranking,0.04,0.39,0.15,🟢 Safe
13,27,oil drops after yemen inspired gai,Brother Brussels suicide bomber Rio Olympi,0.05,0.38,0.15,🟢 Safe
4,24,Sri Lanka beat Australia 229 runs clinch seri,Economic Survey Pakistan misses GDP targ,0.03,0.43,0.15,🟢 Safe
4,43,Sri Lanka beat Australia 229 runs clinch seri,British shoppers begin feel post Brexit pi,0.05,0.38,0.15,🟢 Safe
4,44,Sri Lanka beat Australia 229 runs clinch seri,External sharia audits gain traction in Islamic finance study find,0.02,0.43,0.15,🟢 Safe
14,23,Narine sinks Proteas in West Indies r,Karachi win toss bat against Peshawar,0.08,0.31,0.15,🟢 Safe
33,42,strike piles up trade cargoes prolonged stand off feared,Third of Britons to tighten belts over Brexit ,0.07,0.34,0.15,🟢 Safe
33,46,strike piles up trade cargoes prolonged stand off feared,England call up uncapped trio for Sri Lanka T20,0.04,0.41,0.15,🟢 Safe
8,16,Hamilton back in the hunt as F1 heads to Baku,Former England captain Carr dead at 89,0.04,0.42,0.15,🟢 Safe
21,46,Asian shares rise dollar nurses losses after jobs ,England call up uncapped trio for Sri Lanka T20,0.04,0.42,0.15,🟢 Safe
4,10,Sri Lanka beat Australia 229 runs clinch seri,Belgium beat Republic of Ireland 3 0 at Euro 2016,0.07,0.35,0.15,🟢 Safe
4,12,Sri Lanka beat Australia 229 runs clinch seri,Cash bet could make break Modi,0.04,0.42,0.15,🟢 Safe
4,13,Sri Lanka beat Australia 229 runs clinch seri,oil drops after yemen inspired gai,0.03,0.42,0.15,🟢 Safe
1,12,Dream comes true as Matthews completes Grand Tour ,Cash bet could make break Modi,0.04,0.41,0.15,🟢 Safe
7,41,Rain halts play after Ishant stri,Hartley Wilson in England Womens squad for Pakistan ODI,0.09,0.3,0.15,🟢 Safe
40,44,New Zealand record dramatic win over Aussi,External sharia audits gain traction in Islamic finance study find,0.03,0.42,0.15,🟢 Safe
25,40,Nintendos market cap doubles to 42 billion since Pokemon GO lau,New Zealand record dramatic win over Aussi,0.04,0.42,0.15,🟢 Safe
10,15,Belgium beat Republic of Ireland 3 0 at Euro 2016,De Villiers appointed South Africa Test captai,0.06,0.36,0.15,🟢 Safe
10,22,Belgium beat Republic of Ireland 3 0 at Euro 2016,In form Ali boosts Paki,0.05,0.4,0.15,🟢 Safe
9,30,Canny Sevilla retain iron grip on Europa League trophy,Chandimal century Sri Lanka frustrate England,0.08,0.32,0.15,🟢 Safe
10,30,Belgium beat Republic of Ireland 3 0 at Euro 2016,Chandimal century Sri Lanka frustrate England,0.04,0.42,0.15,🟢 Safe
10,31,Belgium beat Republic of Ireland 3 0 at Euro 2016,Time to move on and forget about spot fixing saga Salman Bu,0.05,0.37,0.15,🟢 Safe
10,37,Belgium beat Republic of Ireland 3 0 at Euro 2016,Pakistan shares close lower rupee weaker,0.03,0.42,0.15,🟢 Safe
10,40,Belgium beat Republic of Ireland 3 0 at Euro 2016,New Zealand record dramatic win over Aussi,0.07,0.33,0.15,🟢 Safe
38,49,Cook ready for Pakistan after Sri Lanka su,Global diesel demand crumbling warns IEA,0.04,0.4,0.15,🟢 Safe
1,37,Dream comes true as Matthews completes Grand Tour ,Pakistan shares close lower rupee weaker,0.04,0.41,0.15,🟢 Safe
1,42,Dream comes true as Matthews completes Grand Tour ,Third of Britons to tighten belts over Brexit ,0.04,0.42,0.15,🟢 Safe
1,43,Dream comes true as Matthews completes Grand Tour ,British shoppers begin feel post Brexit pi,0.06,0.36,0.15,🟢 Safe
1,45,Dream comes true as Matthews completes Grand Tour ,Pakistan win toss opt to field in T20 series decider,0.03,0.42,0.15,🟢 Safe
1,47,Dream comes true as Matthews completes Grand Tour ,Volkswagen says did not breach market disclosure ru,0.03,0.42,0.15,🟢 Safe
0,13,Dutch climber dies descent Everest summi,oil drops after yemen inspired gai,0.06,0.38,0.15,🟢 Safe
0,17,Dutch climber dies descent Everest summi,Xi pushes China backed trade deals to fill US void,0.05,0.38,0.15,🟢 Safe
43,46,British shoppers begin feel post Brexit pi,England call up uncapped trio for Sri Lanka T20,0.04,0.41,0.15,🟢 Safe
44,46,External sharia audits gain traction in Islamic finance study find,England call up uncapped trio for Sri Lanka T20,0.03,0.42,0.15,🟢 Safe
40,48,New Zealand record dramatic win over Aussi,Trade Policy Framework 2015 18 to be announced ,0.04,0.41,0.15,🟢 Safe
40,49,New Zealand record dramatic win over Aussi,Global diesel demand crumbling warns IEA,0.04,0.42,0.15,🟢 Safe
41,42,Hartley Wilson in England Womens squad for Pakistan ODI,Third of Britons to tighten belts over Brexit ,0.04,0.4,0.15,🟢 Safe
44,45,External sharia audits gain traction in Islamic finance study find,Pakistan win toss opt to field in T20 series decider,0.04,0.37,0.14,🟢 Safe
0,14,Dutch climber dies descent Everest summi,Narine sinks Proteas in West Indies r,0.05,0.35,0.14,🟢 Safe
31,35,Time to move on and forget about spot fixing saga Salman Bu,Ishaq Dar wants timelines for power projects strictly followed,0.04,0.38,0.14,🟢 Safe
1,48,Dream comes true as Matthews completes Grand Tour ,Trade Policy Framework 2015 18 to be announced ,0.02,0.42,0.14,🟢 Safe
38,42,Cook ready for Pakistan after Sri Lanka su,Third of Britons to tighten belts over Brexit ,0.04,0.38,0.14,🟢 Safe
10,18,Belgium beat Republic of Ireland 3 0 at Euro 2016,WB acknowledges Pakistans growing economy,0.01,0.42,0.14,🟢 Safe
9,48,Canny Sevilla retain iron grip on Europa League trophy,Trade Policy Framework 2015 18 to be announced ,0.03,0.39,0.14,🟢 Safe
25,46,Nintendos market cap doubles to 42 billion since Pokemon GO lau,England call up uncapped trio for Sri Lanka T20,0.03,0.41,0.14,🟢 Safe
25,45,Nintendos market cap doubles to 42 billion since Pokemon GO lau,Pakistan win toss opt to field in T20 series decider,0.04,0.38,0.14,🟢 Safe
0,7,Dutch climber dies descent Everest summi,Rain halts play after Ishant stri,0.03,0.38,0.14,🟢 Safe
13,38,oil drops after yemen inspired gai,Cook ready for Pakistan after Sri Lanka su,0.02,0.42,0.14,🟢 Safe
8,13,Hamilton back in the hunt as F1 heads to Baku,oil drops after yemen inspired gai,0.03,0.4,0.14,🟢 Safe
8,10,Hamilton back in the hunt as F1 heads to Baku,Belgium beat Republic of Ireland 3 0 at Euro 2016,0.04,0.36,0.14,🟢 Safe
7,40,Rain halts play after Ishant stri,New Zealand record dramatic win over Aussi,0.07,0.32,0.14,🟢 Safe
1,13,Dream comes true as Matthews completes Grand Tour ,oil drops after yemen inspired gai,0.03,0.4,0.14,🟢 Safe
4,23,Sri Lanka beat Australia 229 runs clinch seri,Karachi win toss bat against Peshawar,0.03,0.38,0.14,🟢 Safe
4,20,Sri Lanka beat Australia 229 runs clinch seri,Time for vigilance against measures hamper trade WTO,0.05,0.35,0.14,🟢 Safe
4,18,Sri Lanka beat Australia 229 runs clinch seri,WB acknowledges Pakistans growing economy,0.06,0.33,0.14,🟢 Safe
22,24,In form Ali boosts Paki,Economic Survey Pakistan misses GDP targ,0.04,0.39,0.14,🟢 Safe
5,10,Imran asks India to play positive role for bilateral seri,Belgium beat Republic of Ireland 3 0 at Euro 2016,0.03,0.4,0.14,🟢 Safe
1,7,Dream comes true as Matthews completes Grand Tour ,Rain halts play after Ishant stri,0.05,0.35,0.14,🟢 Safe
14,27,Narine sinks Proteas in West Indies r,Brother Brussels suicide bomber Rio Olympi,0.05,0.35,0.14,🟢 Safe
14,25,Narine sinks Proteas in West Indies r,Nintendos market cap doubles to 42 billion since Pokemon GO lau,0.03,0.41,0.14,🟢 Safe
13,46,oil drops after yemen inspired gai,England call up uncapped trio for Sri Lanka T20,0.02,0.42,0.14,🟢 Safe
4,42,Sri Lanka beat Australia 229 runs clinch seri,Third of Britons to tighten belts over Brexit ,0.02,0.42,0.14,🟢 Safe
4,37,Sri Lanka beat Australia 229 runs clinch seri,Pakistan shares close lower rupee weaker,0.04,0.39,0.14,🟢 Safe
4,36,Sri Lanka beat Australia 229 runs clinch seri,punjab govt presents rs 1.45tr budg,0.02,0.42,0.14,🟢 Safe
4,34,Sri Lanka beat Australia 229 runs clinch seri,Pakistan must speed up reform of energy sector World B,0.03,0.42,0.14,🟢 Safe
13,39,oil drops after yemen inspired gai,Power tariff increased for Karachi under FCA,0.05,0.33,0.14,🟢 Safe
13,31,oil drops after yemen inspired gai,Time to move on and forget about spot fixing saga Salman Bu,0.03,0.4,0.14,🟢 Safe
36,40,punjab govt presents rs 1.45tr budg,New Zealand record dramatic win over Aussi,0.02,0.42,0.14,🟢 Safe
35,42,Ishaq Dar wants timelines for power projects strictly followed,Third of Britons to tighten belts over Brexit ,0.04,0.38,0.14,🟢 Safe
